nama_kabupaten_kota,jenis_kelamin,kategori_pendidikan,jumlah,tahun,umur,location
KABUPATEN INDRAMAYU,PEREMPUAN,SMP,5,2022,12-14,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,SMA,13,2022,15-17,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN INDRAMAYU,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.4418536500000005,108.17654724128828"
KABUPATEN SUBANG,LAKI-LAKI,SD,1,2022,6-11,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,SMP,0,2022,12-14,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,SMA,0,2022,15-17,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,SD,1,2022,6-11,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,SMP,3,2022,12-14,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,SMA,0,2022,15-17,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.57158035,107.75830063055"
KABUPATEN SUBANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.57158035,107.75830063055"
KABUPATEN PURWAKARTA,LAKI-LAKI,SD,1,2022,6-11,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,SMP,1,2022,12-14,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,SMA,1,2022,15-17,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,SD,2,2022,6-11,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,SMP,4,2022,12-14,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,SMA,5,2022,15-17,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,PERGURUAN TINGGI,2,2022,>18,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5388774000000005,107.44605135"
KABUPATEN PURWAKARTA,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5388774000000005,107.44605135"
KABUPATEN KARAWANG,LAKI-LAKI,SD,2,2022,6-11,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,SMP,0,2022,12-14,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,SMA,4,2022,15-17,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,LAKI-LAKI,TK/PAUD,1,2022,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,SD,21,2022,6-11,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,SMP,17,2022,12-14,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,SMA,23,2022,15-17,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,PERGURUAN TINGGI,15,2022,>18,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.3021906,107.3046116"
KABUPATEN KARAWANG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.3021906,107.3046116"
KABUPATEN BEKASI,LAKI-LAKI,SD,14,2022,6-11,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,SMP,5,2022,12-14,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,SMA,3,2022,15-17,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,SD,24,2022,6-11,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,SMP,20,2022,12-14,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,SMA,69,2022,15-17,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,PERGURUAN TINGGI,23,2022,>18,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,TK/PAUD,2,2022,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,TK/PAUD,4,2022,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BEKASI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.2027280000000005,107.16493925281344"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,SD,3,2022,6-11,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,SMP,0,2022,12-14,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,SMA,0,2022,15-17,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,LAKI-LAKI,TK/PAUD,1,2022,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,SD,6,2022,6-11,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,SMP,2,2022,12-14,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,SMA,11,2022,15-17,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,PERGURUAN TINGGI,5,2022,>18,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,TK/PAUD,1,2022,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN BANDUNG BARAT,PEREMPUAN,TK/PAUD,2,2022,<5,"-6.8129007999999995,107.61858892782375"
KABUPATEN PANGANDARAN,LAKI-LAKI,SD,0,2022,6-11,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,SMP,0,2022,12-14,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,SMA,0,2022,15-17,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,SD,5,2022,6-11,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,SMP,6,2022,12-14,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,SMA,6,2022,15-17,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,PERGURUAN TINGGI,1,2022,>18,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.3588741,106.6337276"
KABUPATEN PANGANDARAN,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.3588741,106.6337276"
KOTA BOGOR,LAKI-LAKI,SD,9,2022,6-11,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,SMP,1,2022,12-14,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,SMA,1,2022,15-17,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5962986,106.7972421"
KOTA BOGOR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,SD,20,2022,6-11,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,SMP,9,2022,12-14,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,SMA,38,2022,15-17,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,PERGURUAN TINGGI,19,2022,>18,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,TK/PAUD,1,2022,<5,"-6.5962986,106.7972421"
KOTA BOGOR,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.5962986,106.7972421"
KOTA SUKABUMI,LAKI-LAKI,SD,9,2022,6-11,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,SMP,1,2022,12-14,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,SMA,1,2022,15-17,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,LAKI-LAKI,TK/PAUD,2,2022,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SD,7,2022,6-11,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SMP,5,2022,12-14,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,SMA,14,2022,15-17,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,PERGURUAN TINGGI,3,2022,>18,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9199289,106.9265095"
KOTA SUKABUMI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9199289,106.9265095"
KOTA BANDUNG,LAKI-LAKI,SD,14,2022,6-11,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,SMP,9,2022,12-14,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,SMA,14,2022,15-17,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,PERGURUAN TINGGI,6,2022,>18,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,1,2022,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SD,38,2022,6-11,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SMP,59,2022,12-14,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,SMA,107,2022,15-17,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,PERGURUAN TINGGI,106,2022,>18,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,2,2022,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.9215529,107.6110212"
KOTA BANDUNG,PEREMPUAN,TK/PAUD,2,2022,<5,"-6.9215529,107.6110212"
KOTA CIREBON,LAKI-LAKI,SD,0,2022,6-11,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMP,0,2022,12-14,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,SMA,0,2022,15-17,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2022,<5,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2022,<5,"3.5859935,98.6830717"
KOTA CIREBON,LAKI-LAKI,TK/PAUD,0,2022,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SD,0,2022,6-11,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMP,0,2022,12-14,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,SMA,1,2022,15-17,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2022,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2022,<5,"3.5859935,98.6830717"
KOTA CIREBON,PEREMPUAN,TK/PAUD,0,2022,<5,"3.5859935,98.6830717"
KOTA BEKASI,LAKI-LAKI,SD,1,2022,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMP,0,2022,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,SMA,0,2022,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.2349858,106.9945444"
KOTA BEKASI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SD,0,2022,6-11,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMP,1,2022,12-14,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,SMA,1,2022,15-17,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,PERGURUAN TINGGI,2,2022,>18,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.2349858,106.9945444"
KOTA BEKASI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.2349858,106.9945444"
KOTA DEPOK,LAKI-LAKI,SD,20,2022,6-11,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMP,10,2022,12-14,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,SMA,8,2022,15-17,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.40719,106.8158371"
KOTA DEPOK,LAKI-LAKI,TK/PAUD,1,2022,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SD,35,2022,6-11,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMP,28,2022,12-14,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,SMA,56,2022,15-17,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,PERGURUAN TINGGI,69,2022,>18,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.40719,106.8158371"
KOTA DEPOK,PEREMPUAN,TK/PAUD,1,2022,<5,"-6.40719,106.8158371"
KOTA CIMAHI,LAKI-LAKI,SD,7,2022,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMP,0,2022,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,SMA,0,2022,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,LAKI-LAKI,TK/PAUD,0,2022,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SD,0,2022,6-11,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMP,3,2022,12-14,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,SMA,5,2022,15-17,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,PERGURUAN TINGGI,3,2022,>18,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,1,2022,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8731527,107.5423099"
KOTA CIMAHI,PEREMPUAN,TK/PAUD,0,2022,<5,"-6.8731527,107.5423099"
KOTA TASIKMALAYA,LAKI-LAKI,SD,1,2022,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMP,0,2022,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,SMA,0,2022,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,LAKI-LAKI,TK/PAUD,1,2022,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SD,1,2022,6-11,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMP,2,2022,12-14,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,SMA,1,2022,15-17,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3262484,108.2201154"
KOTA TASIKMALAYA,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3262484,108.2201154"
KOTA BANJAR,LAKI-LAKI,SD,0,2022,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMP,0,2022,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,SMA,0,2022,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,PERGURUAN TINGGI,0,2022,>18,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3695648,108.5415225"
KOTA BANJAR,LAKI-LAKI,TK/PAUD,0,2022,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SD,0,2022,6-11,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMP,0,2022,12-14,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,SMA,0,2022,15-17,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,PERGURUAN TINGGI,0,2022,>18,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3695648,108.5415225"
KOTA BANJAR,PEREMPUAN,TK/PAUD,0,2022,<5,"-7.3695648,108.5415225"
